address,flag,minTimeBetweenSentTnx,maxTimeBetweenSentTnx,avgTimeBetweenSentTnx,minTimeBetweenRecTnx,maxTimeBetweenRecTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqSentAddress,numUniqRecAddress,minValSent,maxValSent,avgValSent,minValReceived,maxValReceived,avgValReceived,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance,activityDays,dailyMax,ratioRecSent,ratioSentTotal,ratioRecTotal,giniSent,giniRec,txFreq,stdBalanceEth
0xd0cc2b24980cbcca47ef755da88b220a82291407,1,0,2387389,58076.54546,89,1501076489.000000,71482604.76,46,66,21,0,47,17,0,183,5.559412,0.018779,266,17.48634,87,366.9211898,367.21312980114294,0,0.2919399811429457,10,60,0.31343283582089554,0.75,0.23863636363636365,0.9691211713893201,0.888781827,1.891304347826087,147.70148366307865
0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,1,0,0,0,3021091,1502801951.000000,752911521,35,0,2,0,0,2,0,0,0,0.003541,0.01,0.006771,2,0,0.013541267,0,0.013541267,2,1,2,0,0.6666666666666666,0,0.23847981167771556,0.057142857,0.005
0x00e01a648ff41346cdeb873182383333d2184dd1,1,37,25112882,1710279.133,0,1500396779.000000,68206119.14,299,15,22,0,13,21,0,25,13.33,0.425099,49.999314,9.10075,37,199.95,200.21649427006633,0,0.26649427006634596,14,16,1.375,0.39473684210526316,0.5789473684210527,0.465449692,0.6142049090698547,0.12374581939799331,52.129574767356495
0x858457daa7e087ad74cdeeceab8419079bc2ca03,1,0,642460,15761.06422,0,1500037361.000000,13525709.43,36,109,111,0,54,104,0,680,14.959358,0.01,193.5,14.689887,220,1630.5700000000002,1630.5774191330897,0,0.007419133,36,67,1.009090909090909,0.49321266968325794,0.502262443,0.9579055788163477,0.7941210837381596,6.111111111111111,233.68923143514345
0x240e125c20a4cc84bd6e7f8d1fd07aff4c06d43d,1,0,0,0,3894,1500402258.000000,375140886.8,82,1,4,0,1,4,1.9,1.9,1.9,0.002199,1,0.47555,5,1.9,1.9021994849491861,0,0.002199485,3,3,2,0.16666666666666666,0.6666666666666666,0,0.4065557949020531,0.06097561,0.7577880958024008
0x2268751eafc860781074d25f4bd10ded480310b9,1,0,9343461,318072.4151,0,1504094906.000000,20329403.15,199,53,74,0,50,63,0,1150.8,21.721885,0.002387,880,15.558149,127,1151.2598797559176,1151.3030257909177,0,0.043146035,37,29,1.3703703703703705,0.4140625,0.578125,0.981020325,0.9382594217128959,0.6381909547738693,488.3198454431857
0xadf5b0c2103598fb66a61714152f1d1717d49fe0,1,833,318689,159761,202,1497861629.000000,49946200.7,10,2,30,0,1,28,1,181.664,91.332,0.0165,68,6.089134,32,182.664,182.6740233237633,0,0.010023324,7,17,10,0.060606061,0.9090909090909091,0.49452546698361427,0.7911300017578605,3.2,76.14692057530172
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,1,46,683,256.25,0,0,0,1,8,1,0,2,1,0,0.08,0.01,0.09,0.09,0.09,9,0.08,0.09,0,0.01,1,9,0.1111111111111111,0.8,0.1,0.8749912500874989,0,9,0.025141574442188355
0x2b065809f6ec6df32878bcd26711a0e2bcf59c26,1,0,563763,70630.75,114,1499237694.000000,375083797.5,30,20,4,0,18,3,0,75,7.462902,0.1,147,37.318312,24,149.2580427,149.273246,0,0.015203328,24,1,0.19047619047619047,0.8,0.16,0.8991108807001797,0.7383219390468078,0.8,49.58613693430178
0x42c5459911ae51d1d005cbe39749bd8d8e533c22,1,28,177563,8507.163265,70,1499237674.000000,53554510.32,9,49,28,0,35,23,0,150,6.213423,0,139,10.874718,77,304.4577280647965,304.4920985547965,0,0.034370489999957954,9,32,0.56,0.6282051282051282,0.358974359,0.9453436976706662,0.8376769774968842,8.555555555555555,43.27235598
0xcdd1c19dcc3f473eaef6edb0a28e1e796d6e1767,1,0,2142759,104967.3667,152,1499237803.000000,375458171.5,140,90,4,0,51,4,0,9,0.103461,0.1,0.989557,0.372389,94,9.311456061612969,1.4895572,0,-7.821898862,94,1,0.043956044,0.9473684210526315,0.042105263157894736,0.9874286662074612,0.44789667751015466,0.6714285714285714,3.388549395607799
0xed2d26eed06ecfbfd796d1ec551d2a649a31e576,1,12,201289,2422.428571,30,1499803226.000000,28846195.87,6,119,52,0,64,45,0,131,7.515546,0.011493,515.221411,17.20108,171,894.3499200197758,894.4561496957759,0,0.1062296760001118,6,54,0.43333333333333335,0.6918604651162791,0.3023255813953488,0.9312454190325331,0.9291923899006375,28.5,163.06943817887006
0x1d60606d8a09b5015d773a80b0c660bb8d91809c,1,0,1914901,20948.62252,18,1499869261.000000,17495231.9,92,151,86,0,87,53,0,640,13.691473,0.09874,267,24.043615,237,2067.4123654045266,2067.7508920135265,0,0.3385266089999277,38,78,0.5657894736842105,0.634453782,0.36134453781512604,0.9648286707860233,0.8042730339570446,2.5760869565217392,479.1317170677841
0xba83e9ce38b10522e3d6061a12779b7526839eda,1,0,3125206,26693.46923,0,1499376414.000000,14202022.89,111,130,106,0,50,66,0,739,15.311076,0,160,18.780728,236,1990.4398404408068,1990.7571315208063,0,0.3172910799994497,12,65,0.8091603053435115,0.5485232067510548,0.4472573839662447,0.9767744368302279,0.7093523530653194,2.126126126126126,394.1204177044792
0xf73ef0650415656b51be39bd5d37cf5ce03f4033,1,279,15299,7789,0,0,0,1,2,1,0,1,1,0,0,0,0.01242,0.01242,0.01242,3,0,0.01241978,0,0.01241978,1,3,0.3333333333333333,0.5,0.25,0,0,3,0
0xedf202629bb7e9f72d4c62c325d198513fa7a3d3,1,315,1236,775.5,2138,1499438698.000000,749720418,1,2,2,0,1,2,0,0,0,0.012346,0.081312,0.046829,4,0,0.0936584,0,0.0936584,1,4,0.6666666666666666,0.4,0.4,0,0.3681782559209726,4,0.005346035
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,1,0,8715,211.266968,0,1511014351.000000,14963617.7,5,221,101,0,74,99,0,482,2.891662,0.00832,64.019675,4.966275,322,639.0573674799998,501.5937353187587,0,-137.4636322,5,116,0.45495495495495497,0.6842105263157895,0.3126934984520124,0.9929866554392159,0.8034886597662002,64.4,142.74146410624078
0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd,1,0,6350222,243951.5714,0,1504364384.000000,41876374.67,116,28,36,0,25,30,0,51.25,1.855926,0.006667,20.00194,1.443682,64,51.96593795560836,51.97254159460835,0,0.006603639,21,36,1.2413793103448276,0.4307692307692308,0.5538461538461539,0.9607161871335389,0.8427762177597826,0.5517241379310345,13.880105001791373
0xf9fe85e19bd533c69067c6e2ff02727d40a54100,1,0,0,0,857,1498772434.000000,100538586.3,1345,1,15,0,1,15,27.751,27.751,27.751,0.5,7.9,1.850493,16,27.751,27.757397899999997,0,0.0063979,15,2,7.5,0.058823529411764705,0.8823529411764706,0,0.5034918233730499,0.011895910780669145,9.322183389536256
0xf0a924661b0263e5ce12756d07f45b8668c53380,1,0,0,0,0,22195908,41561.30966,339,0,704,1,0,466,0,0,0,0,211,1.724272,705,0,1213.8873938742645,0,1213.8873938742645,13,644,704,0,0.9971671388101983,0,0.8704151057141185,2.079646017699115,318.65463698572785
0x4423b4d5174dd6fca701c053bf48faeaaaee59f0,1,0,5542,1246.5,0,0,0,1,8,1,0,7,1,0,350,123.25,0.15,0.15,0.15,9,986,0.15,0,-985.85,1,9,0.1111111111111111,0.8,0.1,0.49974644989878586,0,9,402.6266843039346
0x89c98cc6d9917b615257e5704e83906402f0f91f,1,0,8741639,562774.2121,27,1502503380.000000,33392416.67,217,33,45,0,28,37,0,561.8,24.216943,0.014304,499,17.759977,78,799.1591238600246,799.1989844460245,0,0.039860586,34,25,1.3235294117647058,0.4177215189873418,0.569620253,0.9433407405185436,0.8643089535413506,0.35944700460829493,277.0783864680826
0x4a0d27a1044dd871a93275de5109e5f5efc4d46e,1,0,9349075,567675.9697,10,1502226359.000000,23115316.14,220,33,65,0,31,54,0,1276,38.758289,0.002008,709.573978,19.677775,98,1279.0235515023746,1279.055397342375,0,0.03184584,36,29,1.911764705882353,0.3333333333333333,0.6565656565656566,0.9694054322136831,0.8775017945203692,0.44545454545454544,505.2691346477741
0x3681828da105fc3c44e212f6c3dc51a0a5a6f5c6,1,0,9345238,380658.1628,0,1503077775.000000,29145255.36,672,43,53,0,34,45,0,1084.5,25.257029,0,236.061489,20.492319,96,1086.0522642715423,1086.092910876542,0,0.040646604999665215,42,37,1.2045454545454546,0.44329896907216493,0.5463917525773195,0.9766000917849305,0.85217411,0.14285714285714285,402.82147414438253
0xe4fa5149306b12d51dc0d04e5e95bc9704ccaad7,1,18,344763,43645.58333,104,1501775546.000000,107286594.9,21,36,14,0,35,13,0,70,3.544755,0.096643,86.356173,9.117069,50,127.61119533783808,127.63896002583809,0,0.027764688000004867,21,17,0.3783783783783784,0.7058823529411765,0.27450980392156865,0.941877248,0.8112499085519967,2.380952380952381,31.072097072689527
0x1e80dad60d19fb8159af3f440a8ceaa0e5581847,1,0,9348351,874536.5238,38,1502664883.000000,36655239.54,215,21,41,0,20,35,0,607.5,28.992613,0.007,257.675164,14.850349,62,608.8448758850498,608.8643103920498,0,0.019434507000028134,22,19,1.8636363636363635,0.3333333333333333,0.6507936507936508,0.9520478431304606,0.8322996106217881,0.28837209302325584,236.70765206682685
0x52b7c8857be3853fa68e09d9ba7a9adf075040ea,1,0,0,0,0,14163,1991.357143,1,0,28,1,0,6,0,0,0,0,3.3125,0.243823,29,0,6.827057,0,6.827057,1,29,28,0,0.9333333333333333,0,0.9196126368024071,29,3.0172768242364154
0x3b0009071a0a9983e9aab537fd8c9ad478310aeb,1,0,0,0,21,94402499,2367261.275,1096,0,40,1,0,30,0,0,0,0,11.775,1.180752,41,0,47.23007095802725,0,47.23007095802725,5,33,40,0,0.9523809523809523,0,0.7065338516469338,0.037408759124087594,16.250680220943355
0xc38d14bf89e0001260bb349a006d7e491e5f43ad,1,0,825457,81309.83333,0,1501889465.000000,35828289.69,68,36,42,4,17,40,0,147,9.066568,0.02355,150,6.660813,82,326.39643200000006,279.7541548,0,-46.6422772,32,40,1.135135135135135,0.43373493975903615,0.5060240963855421,0.9169711941956431,0.8697782899568381,1.2058823529411764,107.2402166492633
0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,1,0,7226999,27189.34546,0,1509659873.000000,5196984.251,135,330,291,0,130,244,0,1082,3.383122,0.004031,194.843084,3.033368,621,1116.4303834033367,882.7100174717216,0,-233.7203659,65,73,0.879154079,0.5305466237942122,0.4678456591639871,0.9966883012330542,0.9005282192553856,4.6,397.71527358441216
0xd9932453997ddf36fe114c9f22bebb9ee77b2921,1,0,0,0,168213,1503358960.000000,751763586.5,3,1,2,0,1,2,1.794427,1.794427,1.794427,0.439559,1.355309,0.897434,3,1.794427,1.7948680000000001,0,0.000441,3,1,1,0.25,0.5,0,0.25510229664774275,1,0.7636787915692478
0x68b0e0db7918c0211ea1fb78292a879839137dd0,1,0,9344796,244741.6667,0,1503242598.000000,15342951.52,209,72,98,0,67,89,0,429.5,5.978986,0.001025,85.228662,4.393417,170,430.4870056104704,430.5548345424705,0,0.067828932,47,43,1.3424657534246576,0.42105263157894735,0.5730994152046783,0.9854970496755329,0.8329260375647043,0.8133971291866029,137.09381905548395
0xf902aa3a62f9e28878129e1a8f1eb71e4fd7a88c,1,57,1094135,188739.8462,0,1501723512.000000,17534987.15,1116,13,91,0,5,48,0,174.341246,13.514005,0.0002,86.862386,1.930408,104,175.68206320000004,175.6671465282146,0,-0.014916672,39,13,6.5,0.12380952380952381,0.8666666666666667,0.9210589514411395,0.8609982845330395,0.093189964,67.74194760051395
0x1086feeb031e45e8fcd770662aa8302d7c23ba1f,1,0,2882013,32003.55513,0,1502902146.000000,29504846.57,119,263,51,0,60,43,0,50,1.26403,0.006697,100.140366,4.283776,314,332.4399999999999,218.4725976003354,0,-113.9674024,82,60,0.19318181818181818,0.834920635,0.1619047619047619,0.9355656451547102,0.8665825113304971,2.638655462184874,37.034985204094305
0x685445fe51b31790538890a6468851afbf7a0519,1,0,9343366,149599.0225,0,1503721433.000000,19583328.79,203,89,77,0,86,69,0,169.4,1.91317,0.00374,40.19783,2.210982,166,170.27209402386652,170.2455978,0,-0.026496247,59,35,0.8555555555555555,0.5329341317365269,0.46107784431137727,0.9871417261537568,0.8647786037138578,0.8177339901477833,60.00643378584242
0xc5d65deff5d1373f8b19aa8be528e9c3599013ba,1,0,0,0,0,1503313030.000000,100268303.3,36,1,15,0,1,13,115.28,115.28,115.28,0.20375,37,7.685379,16,115.28,115.28068525119998,0,0.000685251,10,7,7.5,0.058823529411764705,0.8823529411764706,0,0.7115017453524397,0.4444444444444444,35.00520705509855
0x6fcf42fcd9c6a54b64d1b52083700142952a2805,1,3358964,13568094,8463529,556,1500333651.000000,150419238,241,2,10,0,2,9,8.338509,11,9.669255,0.2,10,1.934,12,19.338509000000002,19.34,0,0.001491,7,5,3.3333333333333335,0.15384615384615385,0.7692307692307693,0.068813241,0.547259537,0.049792531,5.792211437229194
0xda657e9fa116900fab8178e5580a3a6cedd89f3c,1,0,9342985,190588.88,61,1504456370.000000,21527709.41,195,75,70,0,70,61,0,365.3,4.888695,0.000972,141,5.238864,145,366.65211312756844,366.72044608256846,0,0.068332955,44,36,0.9210526315789473,0.5136986301369864,0.4794520547945205,0.985941763,0.8691363002485422,0.7435897435897436,123.97518385150426
0x44a7ff01f7d38c73530c279e19d31527bdcf8c78,1,187,1167119,189569,0,1504183516.000000,16951955.26,265,7,90,0,6,84,0,416.5,60.157251,0.003608,200,4.678927,97,421.1007570814174,421.1034418904173,0,0.002684809,9,88,11.25,0.071428571,0.9183673469387755,0.852372932,0.8214075704613059,0.3660377358490566,157.1616342977742
0x1de23f02e185fdc4f6bacc98d6c6419370e38538,1,0,0,0,0,21900,3615.866667,2,0,30,1,0,28,0,0,0,0.031,76,6.03313,31,0,180.99390648764378,0,180.99390648764378,2,24,30,0,0.9375,0,0.8485140969146722,15.5,47.75090392311664
0x6506827d91659e871fc7267160ba1c3407195270,1,0,5008,649.628571,0,1504738443.000000,75239638,1,35,20,0,16,17,0,202,5.846967,0.00741,39.8,6.129262,55,204.6438513564958,122.58523636355267,0,-82.05861499,1,55,0.5555555555555556,0.625,0.35714285714285715,0.9700926208841217,0.7783585296961278,55,83.83791173
0xf1e250f2a27ab7ec5b82b287f2799260448cd51d,1,0,0,0,665,1504787800.000000,215004945,5,1,7,0,1,6,7.6,7.6,7.6,0.00237,5,1.089296,8,7.6,7.62507332,0,0.02507332,4,5,3.5,0.1111111111111111,0.7777777777777778,0,0.6721655832154513,1.6,2.1354855065720133
0xfbf6f29c126382cf15795bb209ee506a174cc709,1,41,15543868,3142000.4,0,1504533527.000000,36721517.76,194,5,41,0,5,41,0,683.65,136.741102,0.164,100,16.675807,46,683.7055092,683.7080999999998,0,0.002590833,13,20,6.833333333333333,0.10638297872340426,0.8723404255319149,0.7999675239317424,0.5095265182130193,0.23711340206185566,247.23836485745318
0x7cbc4e0d168744912c5afc081499145bbdc51e69,1,0,27516,405.009615,0,1504451425.000000,26395737,3,208,57,0,54,45,0,74,1.295493,0.008779,21.049187,1.884695,265,269.46252878527844,107.42760463584288,0,-162.0349241,3,126,0.2727272727272727,0.7819548872180451,0.21428571428571427,0.9769028786013667,0.643448353,88.33333333333333,21.499508097673534
0x57b818a1070373e21fcedf48d4368e1703c75852,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.03,0.03,0.03,2,0,0.03,0,0.03,1,2,1,0,0.3333333333333333,0,0,2,0.015
0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28,1,0,0,0,46,488330,23316.85185,8,0,27,1,0,26,0,0,0,0.01,1000,43.10756,28,0,1163.9041282770017,0,1163.9041282770017,3,15,27,0,0.9310344827586207,0,0.9330362285002711,3.5,509.5105416
0x8369f6723c4792b41d4af4190662269431ee5b0b,1,0,0,0,643,1504666133.000000,88528749.24,13,1,17,0,1,17,31.806779,31.806779,31.806779,0.04,10.5,1.871013,18,31.806779,31.807220000000004,0,0.000441,5,13,8.5,0.052631579,0.8947368421052632,0,0.6114709034217627,1.3846153846153846,10.86418370134047
0x57d02550f47dd932d2fb84e0aa883c9d8d53c313,1,0,0,0,160,133521,10978.94444,3,0,18,1,0,16,0,0,0,0.01,2.5,0.662795,19,0,11.93030199,0,11.93030199,3,12,18,0,0.9,0,0.615176738,6.333333333333333,4.632691801695671
0xf8e676094628776690dbf83fa31f08aa14fd3fb8,1,38,405746,78924.46667,2080,1504801028.000000,752401554,14,15,2,3,4,2,0,4.266684,0.317779,0.8,4.04141,2.420705,20,4.766684133,4.84141026,0,0.074726127,10,6,0.125,0.7142857142857143,0.095238095,0.9193470812916379,0.33475887727148007,1.4285714285714286,1.335901903607896
0xc4b51a247514901faf1b6b1da9f0836066e64407,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.00001,0.00001,0.00001,1,0,1e-05,0,1e-05,1,1,1,0,0.5,0,0,1,0
0xcbcd4b518890429c0ffef3d782ed99b3adff009b,1,0,0,0,808,1504954865.000000,51925263.17,188,1,29,0,1,29,148.59098,148.59098,148.59098,0.000001,20,5.123842,30,148.5909801,148.5914211,0,0.000441,12,10,14.5,0.032258065,0.9354838709677419,0,0.619581865,0.1595744680851064,44.152708739975964
0xad0c88f3313abbce2185597e87a15f764e948a46,1,0,0,0,526,1505216163.000000,137467229.3,185,1,11,0,1,10,105.040165,105.040165,105.040165,0.1,80,9.549146,12,105.0401647,105.0406057,0,0.000441,11,2,5.5,0.076923077,0.8461538461538461,0,0.8153857729979356,0.064864865,45.78885532014404
0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,1,237,20578662,7123048,0,1505218776.000000,26414625.65,253,3,57,0,3,53,0,133.69,44.566422,0,15.2,2.345617,60,133.6992659,133.700186,0,0.000920105,5,56,14.25,0.049180328,0.9344262295081968,0.666620462,0.6459274184231834,0.23715415019762845,41.36107863976653
0xd821dfb705333d2c16e0c0c0be75ce360cca566a,1,0,0,0,5620,1505229397.000000,501747164.7,14,1,3,0,1,3,5.499,5.499,5.499,1,3,1.833333,4,5.499,5.5,0,0.001,2,3,1.5,0.2,0.6,0,0.24242422920110263,0.2857142857142857,2.0112962704435167
0x052f585fa599bfb4bed290ff30c057627ccd8059,1,0,0,0,75535,1505079345.000000,752577440,3,1,2,0,1,2,0.1,0.1,0.1,0.004,0.12,0.062,3,0.1,0.124,0,0.023999999999999994,2,2,1,0.25,0.5,0,0.46774118106261114,1,0.052493386
0x7fbf068316c5806a62d549441ae82b00fdb10de1,1,0,0,0,1605,1505244747.000000,301055641.8,3,1,5,0,1,5,6.192214,6.192214,6.192214,0.9,2,1.238531,6,6.19221388,6.19265488,0,0.000441,2,5,2.5,0.14285714285714285,0.7142857142857143,0,0.1658316158390845,2,2.0564858758077444
0x2d4498a2cf71f5b0946f0ebcfff97ca9d0cd5d04,1,2968,36264,19616,0,0,0,1,2,1,0,2,1,0.144871,1.93,1.037435,2.084104,2.084104,2.084104,3,2.07487085,2.08410367,0,0.00923282,1,3,0.3333333333333333,0.5,0.25,0.4301783356609077,0,3,0.9458080970118999
0xbe3364dfb8158a3e452ff96aeb247bf3f5f019b5,1,0,0,0,455,1505330629.000000,215049944.9,52,1,7,0,1,6,121.99,121.99,121.99,10,32,17.428571,8,121.99,122,0,0.010000000000005116,2,7,3.5,0.1111111111111111,0.7777777777777778,0,0.27166276190732147,0.15384615384615385,38.29938003333083
0x1e75f03ff928bca6c1692179679afc0223d7824f,1,0,0,0,0,0,0,20,1,1,0,1,1,12.99,12.99,12.99,13,13,13,2,12.99,13,0,0.01,2,1,0.5,0.3333333333333333,0.3333333333333333,0,0,0.1,6.495
0x7a18cfc4a36e48163034e51a9ed19d4bdea05f6f,1,0,0,0,79,86182,18230,2,0,5,1,0,3,0,0,0,0.01,3.744508,0.810902,6,0,4.054507555,0,4.054507555,2,3,5,0,0.7142857142857143,0,0.7368603054790932,3,1.9584200303871957
0x5e5d6f6706420f932d796c0f28a83b26dabcfd8d,1,0,0,0,0,1729,310.705882,1,0,17,1,0,15,0,0,0,0.01,10,2.140515,18,0,36.38876002,0,36.38876002,1,18,17,0,0.8947368421052632,0,0.6013248925762421,18,12.546521225180019
0x8b3b831d767fad1ab0ad52a38777acb98630f8a7,1,169,44430,9769.142857,41813,1505412992.000000,501833607,2,7,3,0,3,3,0,0.333,0.053143,0.05,0.234,0.128,10,0.372,0.384,0,0.012,2,7,0.375,0.6363636363636364,0.2727272727272727,0.8241151927171874,0.31944419487866715,5,0.091328856
0x008f3db10374099a11ec263415cb88c952abeedc,1,142,3145353,393364.625,439,1505483707.000000,301112094.6,38,8,5,0,8,4,11.996572,15,14.624572,0.0001,50,23.40002,13,116.996572,117.0001,0,0.003528,9,5,0.5555555555555556,0.5714285714285714,0.35714285714285715,0.022462192,0.44102457843615267,0.34210526315789475,35.49951791237126
0x4da9608f15c504a2b5c46491d9ccf257c5e2ff71,1,0,0,0,2554,1505507160.000000,150593303.9,181,1,10,0,1,10,23.134347,23.134347,23.134347,0.02,10,2.313479,11,23.13434721,23.134788210399996,0,0.000441,6,5,5,0.083333333,0.8333333333333334,0,0.5730801856124094,0.060773481,7.398501784697762
0x34743ffa1f93e745668725e44efeb3c50a237796,1,0,0,0,0,1505565436.000000,94129252.19,10,1,16,0,1,16,28.433,28.433,28.433,0.108,9.999559,1.77715,17,28.433,28.43440165,0,0.001401649,3,15,8,0.055555556,0.8888888888888888,0,0.5320959166153626,1.7,10.289689693883219
0x8ee2ba41ef59b5773e5909451e0b8bad4e59a81b,1,0,0,0,0,0,0,50,1,1,0,1,1,6.99,6.99,6.99,7,7,7,2,6.99,7,0,0.01,2,1,0.5,0.3333333333333333,0.3333333333333333,0,0,0.04,3.495
0x1c50139c266559b29d7cb27635e0da13bef76a09,1,817,2622226,1311521.5,247,1505758203.000000,100399248.8,34,2,15,0,2,14,12.9,14.49,13.695,0.1,7,1.826433,17,27.39,27.39650235,0,0.006502353,5,7,5,0.1111111111111111,0.8333333333333334,0.029025191463854023,0.5028743267846488,0.5,9.044806927343283
0xaff9e40f9b245b15a1d1bb45516ca213e682fa81,1,2369,2316710,1159539.5,0,1505776982.000000,68471764.95,34,2,22,0,2,21,6.997,10.3599,8.67845,0.02,3.481186,0.789087,24,17.3569,17.359905362694015,0,0.003005363,8,14,7.333333333333333,0.08,0.88,0.096875017,0.5418801462505379,0.7058823529411765,5.023784373
0xe9aa3a74e3d62274f221eca42736cadc14ccffaf,1,0,0,0,1197,1505816234.000000,215131147,178,1,7,0,1,7,16.249559,16.249559,16.249559,0.05,6,2.321429,8,16.249559,16.25,0,0.000441,3,4,3.5,0.1111111111111111,0.7777777777777778,0,0.5002197586718521,0.04494382,5.214121531298092
0xca4da1753336aa8340710e0e1a8c0bee2bfbf56c,1,212,2642045,528816.6,514,1505828186.000000,79266342.95,34,5,19,0,4,18,9.110564,14.5,13.422113,0.005,19.988068,3.532251,24,67.11056357116168,67.11276857,0,0.002205,9,13,3.1666666666666665,0.2,0.76,0.064245461,0.6824791402559685,0.7058823529411765,15.261103521996409
0xabc490af011c8e354b7d2112648883fe9e511695,1,0,0,0,0,1505832638.000000,71710153.81,13,1,21,0,1,21,51.89,51.89,51.89,0.005,10.98,2.471269,22,51.89,51.89664248800197,0,0.006642488,2,21,10.5,0.043478260869565216,0.9130434782608695,0,0.5364966129357029,1.6923076923076923,15.939363709687711
0xfad17c9da2bebf758e3bc0c99d1abe8af7e96ed1,1,1021449,23321473,12171461,3617,1505846749.000000,301204544,284,2,5,0,2,4,1.813,3.4,2.6065,0.00001,5,1.043461,7,5.213,5.217306849,0,0.004306849,5,2,1.6666666666666667,0.25,0.625,0.15221560896928413,0.7730181473289798,0.024647887,2.298349591
0xfc74fb0d5df08ec546a3da18ccc7fbcbe031f5d8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.003781,0.003781,0.003781,1,0,0.003781147,0,0.003781147,1,1,1,0,0.5,0,0,1,0
0x62ee4a3c690c9660762c52bf1a232365c86c879b,1,0,0,0,3635,1505846362.000000,150638434.7,34,1,10,0,1,10,6.442345,6.442345,6.442345,0.036364,2,0.644279,11,6.442345019,6.442786019000001,0,0.000441,6,5,5,0.083333333,0.8333333333333334,0,0.5093807837232186,0.3235294117647059,2.0453686420715034
0x7e3d7d8e31b3f472fcd3c1552a9f009131c50c6c,1,0,4681874,209783.0179,10,1507362494.000000,12685270.03,162,56,119,0,55,103,0,561.4,10.028674,0.006509,308,4.719694,175,561.6057401007229,561.6435849247227,0,0.037844824,63,18,2.087719298245614,0.3181818181818182,0.6761363636363636,0.9821291277541246,0.8981025529037509,1.0802469135802468,240.14624981143857
0x29e225d888cf11c5e67613bffd30bcf071eb3d4a,1,9,6708120,107351.8261,30,1512978836.000000,13518456.16,99,69,112,0,56,98,0,102,1.751049,0.003904,25.001033,1.079788,181,120.82238486884118,120.93622852084118,0,0.1138436519999999,51,25,1.6,0.3791208791208791,0.6153846153846154,0.9803314616362249,0.8887800830823762,1.8282828282828283,37.45977603453552
0x6d0b90ea2951ca5ad3abdb606e4146e9765f1ee4,1,31,2948817,124365.3333,24,1514512603.000000,12624709,79,51,120,0,42,105,0,95.7,1.882641,0.002055,30.43,0.787923,171,96.01467637282758,94.55070185882757,0,-1.463974514,49,42,2.3076923076923075,0.29651162790697677,0.6976744186046512,0.9802635801729572,0.8952033013610255,2.1645569620253164,39.26675163590866
0x64f3502c4b6b7e7f106e7ab1f175a4e2c2fde45f,1,27,4864025,116260.0625,0,1515024049.000000,10749838.57,73,48,141,0,42,130,0,69.2,1.489972,0,17.1,0.507541,189,71.51865729875676,71.56322957575674,0,0.044572276999971905,50,26,2.877551020408163,0.25263157894736843,0.7421052631578947,0.9776301053691693,0.9171100582301042,2.589041095890411,25.521008228705153
0x17bd6f815fb71a77dc20e12177c4d763a3f67632,1,0,0,0,0,0,0,1,1,1,0,1,1,0.999559,0.999559,0.999559,1,1,1,2,0.999559,1,0,0.000441,1,2,0.5,0.3333333333333333,0.3333333333333333,0,0,2,0.4997795
0x143494359bbacc878308075c1c9fa05fcda96651,1,0,0,0,0,0,0,1,1,1,0,1,1,3.449559,3.449559,3.449559,3.45,3.45,3.45,2,3.449559,3.45,0,0.000441,1,2,0.5,0.3333333333333333,0.3333333333333333,0,0,2,1.7247795
0x920adc9a060cda345fdec2fdebad6ebf38edf83d,1,18999,2727660,1373329.5,53348,1505585749.000000,167517462.7,56,2,9,0,2,9,2.499118,11.789559,7.144338,0.06,10,1.587729,11,14.288677,14.289559,0,0.000882,11,1,3,0.16666666666666666,0.75,0.32509800837267144,0.6923401002247336,0.19642857142857142,3.195634125496741
0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff,1,0,0,0,0,80291,5064.083333,2,0,24,1,0,9,0,0,0,0.01,4,0.325208,25,0,7.805,0,7.805,2,16,24,0,0.9230769230769231,0,0.7495460005666793,12.5,1.5429853661004045
0xf9a5139e42c3ca13d5b24d23ab2b18c278805dc4,1,0,0,0,386,1507049382.000000,376762829.8,4,1,4,0,1,4,29.499559,29.499559,29.499559,1,15,7.375,5,29.499559,29.5,0,0.000441,2,4,2,0.16666666666666666,0.6666666666666666,0,0.3771186389543235,1.25,10.928747082402309
0x8cf893f11f6037b14f0f827b9ed6aeef38931fb4,1,0,0,0,0,1507037100.000000,68577492.32,122,1,22,0,1,22,87.096356,87.096356,87.096356,0.01,29,3.959334,23,87.09635606,87.10535605600002,0,0.009,7,17,11,0.041666666666666664,0.9166666666666666,0,0.6701097924298346,0.1885245901639344,28.82157529590689
